StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,consent,reason_mistake,mistake_type,mistake_type_21_TEXT,mistake_cause,mistake_cause_16_TEXT,stress,workflow,experience,comment,email
2023-01-20 13:12:30,2023-01-20 13:18:01,IP Address,100,331,True,2023-01-20 13:18:01,R_dlEF8r6hXBCqfrc,anonymous,EN,Yes,it was the main reason,"Incorrect reporting (e.g. misreporting values, plotting mistake, presenting inaccurate data, publishing with errors, reporting wrong data)",NA,"Lack of control (e.g. automatic thinking, inpatience, insufficient concentration, lack of discipline, not enough control) l",NA,1,Yes,facilisis blandit amet Fames Id ac? eu justo euismod sodales pretium vitae. blandit risus,NA,rEneQ@50WWD
2023-01-23 11:12:30,2023-01-23 11:17:22,IP Address,100,292,True,2023-01-23 11:17:22,R_ov0TYDwyQoFaRB0,preview,EN,Yes,it was the main reason,"Participant allocation error (e.g. assigning participant to wrong group, error in randomization of the conditions, experimental condition incorrectly assigned, mistake in scheduling data collection, subject allocation mistake)",NA,"Project management issue (e.g. disorganization, error in team management, lack of clear job responsibilities, lack of coordination, lack of supervision)",NA,4,Yes,facilisis blandit amet Fames Id ac? eu justo euismod sodales pretium vitae. blandit risus,NA,ixWAY@lfDLJ
2023-01-09 08:12:30,2023-01-09 08:18:12,Survey Preview,100,342,True,2023-01-09 08:18:12,R_N7xSEnfafjf9bvN,preview,EN,Yes,it was the main reason,"Incorrect reporting (e.g. misreporting values, plotting mistake, presenting inaccurate data, publishing with errors, reporting wrong data)",NA,"Carelessness (e.g. negligence, not following protocol, not taking the task seriously, lack of effort, lack of motivation)",NA,5,No,facilisis blandit amet Fames Id ac? eu justo euismod sodales pretium vitae. blandit risus,NA,uCg86@5uHsl
2023-01-07 08:12:30,2023-01-07 08:16:56,Survey Preview,98,266,False,2023-01-07 08:16:56,R_shjHQjnQGmBA0NZ,anonymous,EN,No,it was the main reason,"Data selection/merging error (e.g. selecting wrong sample for analysis, analyzing the wrong variable, data integration error, subsetting error, including people who do not belong to the sample)",NA,"Project management issue (e.g. disorganization, error in team management, lack of clear job responsibilities, lack of coordination, lack of supervision)",NA,NA,No,NA,NA,nC22H@LjFWl
2023-01-04 05:12:30,2023-01-04 05:16:44,IP Address,100,254,True,2023-01-04 05:16:44,R_n0sUbfPmjqfjtCy,anonymous,EN,Yes,not at all,NA,NA,NA,NA,NA,NA,NA,NA,dCz0C@d11bZ
2023-01-16 22:12:30,2023-01-16 22:19:30,Survey Preview,100,420,True,2023-01-16 22:19:30,R_oaWv1iSk2g9FGaH,anonymous,EN,Yes,partially,Project management error (error in time management; miscommunication; not showing up for data collection; team member left the lab),NA,"Technical issue (e.g. computer issue, equipment failure, software error, technical malfunction, wrong equipment settings)",NA,6 extreme stress,No,facilisis blandit amet Fames Id ac? eu justo euismod sodales pretium vitae. blandit risus,NA,FvfeC@TzzRi
2023-01-27 10:12:30,2023-01-27 10:14:44,Survey Preview,96,134,False,2023-01-27 10:14:44,R_FpkT8AuGsHtZghG,anonymous,EN,Yes,it was the main reason,"Programming error (e.g. analysis code error, error in scipt, mistake in ecperiment code, mistake in programming the data collection code, program coding error)",NA,"Project management issue (e.g. disorganization, error in team management, lack of clear job responsibilities, lack of coordination, lack of supervision)",NA,4,No,facilisis blandit amet Fames Id ac? eu justo euismod sodales pretium vitae. blandit risus,9oET0@VNK2v,JpQzn@UXL3S
2023-01-22 21:12:30,2023-01-22 21:17:26,IP Address,100,296,True,2023-01-22 21:17:26,R_KMMLh6B5RvRGDnF,preview,EN,No,not at all,NA,NA,NA,NA,NA,NA,NA,NA,UHmIV@TlARW
2023-01-11 00:12:30,2023-01-11 00:17:26,IP Address,96,296,False,2023-01-11 00:17:26,R_3NuBLSx62e4JGm8,preview,EN,Yes,not at all,NA,NA,NA,NA,NA,NA,NA,NA,TWgLq@v6CUK
2023-01-17 22:12:30,2023-01-17 22:17:29,IP Address,99,299,False,2023-01-17 22:17:29,R_fuIiMQjGlVgRce2,anonymous,EN,Yes,partially,"Incorrect reporting (e.g. misreporting values, plotting mistake, presenting inaccurate data, publishing with errors, reporting wrong data)",NA,"Miscommunication (e.g. lack of communication, lack of consultation, misinformation, misinformed by third party, poor collaboration)",NA,NA,No,facilisis blandit amet Fames Id ac? eu justo euismod sodales pretium vitae. blandit risus,NA,TaDj9@hGQiT
2023-01-13 05:12:30,2023-01-13 05:17:37,IP Address,100,307,True,2023-01-13 05:17:37,R_mXR4pWwFlSt7kQp,anonymous,EN,Yes,it was the main reason,"Data coding error (e.g. incorrect coding of variables, misclassification of values, mistake in coding variables, mistake in recording variables, value coding error)",NA,"Inattention (e.g. accident, accidental mistakes, being distracted, copy and paste error, lapse of concentration)",NA,6 extreme stress,Yes,facilisis blandit amet Fames Id ac? eu justo euismod sodales pretium vitae. blandit risus,NA,KEDFZ@i6Wqi
2023-01-30 16:12:30,2023-01-30 16:16:41,Survey Preview,100,251,True,2023-01-30 16:16:41,R_wGxf0h344y6Py1q,preview,EN,Yes,it was the main reason,"Data coding error (e.g. incorrect coding of variables, misclassification of values, mistake in coding variables, mistake in recording variables, value coding error)",NA,"Time pressure (e.g. being in a rush, haste, insufficient time spent on the project, overworking, too big workload)",NA,5,Yes,facilisis blandit amet Fames Id ac? eu justo euismod sodales pretium vitae. blandit risus,q3wTl@50Yzg,J7ZpW@hULxv
2023-01-18 16:12:30,2023-01-18 16:18:18,Survey Preview,100,348,True,2023-01-18 16:18:18,R_dSqpTzXjrxU7F8V,anonymous,EN,Yes,it was the main reason,"Deviation from the protocol (e.g. not following protocol, recording data not according to protocol, using non-standard script, mistake in following protocol)",NA,"Physical and/or mental constraints (e.g. confusion, distraction, erroneous reasoning, forgetfulness, mental error, stress)",NA,1,Yes,facilisis blandit amet Fames Id ac? eu justo euismod sodales pretium vitae. blandit risus,NA,CxshV@TC6TJ
2023-01-29 00:12:30,2023-01-29 00:14:16,IP Address,100,106,True,2023-01-29 00:14:16,R_ruoaoigzJNpDxtt,anonymous,EN,No,it was the main reason,"Technical/infrastructural problem (e.g. recording device not recording properly, failure of data collection software, technical failure, software error, technical issue with computer in recording)",NA,"Overconfidence (e.g. being too ambitious, being too confident, failure to anticipate the difficulty of interpreting datafiles, overreliance, too high expectations)",NA,6 extreme stress,No,facilisis blandit amet Fames Id ac? eu justo euismod sodales pretium vitae. blandit risus,NA,ltKpD@lYQpH
2023-01-06 23:12:30,2023-01-06 23:16:06,IP Address,99,216,False,2023-01-06 23:16:06,R_65wgHVVXyQI6Pd2,anonymous,EN,Yes,partially,"Participant allocation error (e.g. assigning participant to wrong group, error in randomization of the conditions, experimental condition incorrectly assigned, mistake in scheduling data collection, subject allocation mistake)",NA,"Carelessness (e.g. negligence, not following protocol, not taking the task seriously, lack of effort, lack of motivation)",NA,3,Yes,facilisis blandit amet Fames Id ac? eu justo euismod sodales pretium vitae. blandit risus,NA,Tm5O5@8DGIN
2023-01-23 23:12:30,2023-01-23 23:16:52,IP Address,100,262,True,2023-01-23 23:16:52,R_u4w9giE5HXGZjPP,anonymous,EN,Yes,partially,"Data selection/merging error (e.g. selecting wrong sample for analysis, analyzing the wrong variable, data integration error, subsetting error, including people who do not belong to the sample)",NA,"Lack of control (e.g. automatic thinking, inpatience, insufficient concentration, lack of discipline, not enough control) l",NA,NA,Yes,NA,NA,UskxK@p87jY
2023-01-18 15:12:30,2023-01-18 15:17:11,IP Address,99,281,False,2023-01-18 15:17:11,R_mzdOUYYP6GwncIV,preview,EN,Yes,it was the main reason,"Incorrect reporting (e.g. misreporting values, plotting mistake, presenting inaccurate data, publishing with errors, reporting wrong data)",NA,"Overconfidence (e.g. being too ambitious, being too confident, failure to anticipate the difficulty of interpreting datafiles, overreliance, too high expectations)",NA,1,Yes,facilisis blandit amet Fames Id ac? eu justo euismod sodales pretium vitae. blandit risus,NA,b7sq2@hXwuS
2023-01-09 23:12:30,2023-01-09 23:17:27,Survey Preview,93,297,False,2023-01-09 23:17:27,R_VMOG0skYY7Cnum6,anonymous,EN,Yes,it was the main reason,"Incorrect reporting (e.g. misreporting values, plotting mistake, presenting inaccurate data, publishing with errors, reporting wrong data)",NA,"Other, please specify:",ante,2,No,facilisis blandit amet Fames Id ac? eu justo euismod sodales pretium vitae. blandit risus,NA,lVCil@hBIKZ
2023-01-06 11:12:30,2023-01-06 11:17:43,IP Address,100,313,True,2023-01-06 11:17:43,R_Q2EFA7gmaX9MXVg,preview,EN,Yes,partially,"Data transfer error (e.g. data insertion mistake, transcription error, incomplete data transfer, mistake in transferring data between formats, importing data from survey platform)",NA,"Physical and/or mental constraints (e.g. confusion, distraction, erroneous reasoning, forgetfulness, mental error, stress)",NA,3,No,facilisis blandit amet Fames Id ac? eu justo euismod sodales pretium vitae. blandit risus,NA,ssNjn@iNI3f
2023-01-21 14:12:30,2023-01-21 14:15:19,Survey Preview,98,169,False,2023-01-21 14:15:19,R_AYZvZyTmU18spD4,anonymous,EN,Yes,partially,"Oversight in study design or measurement (e.g. ambiguous wording of items, failure to include survey items, inconsistent scoring, incorrect wording of question/item, leaving out questionnaire items)",NA,"Time pressure (e.g. being in a rush, haste, insufficient time spent on the project, overworking, too big workload)",NA,2,Yes,facilisis blandit amet Fames Id ac? eu justo euismod sodales pretium vitae. blandit risus,NA,Cc8NJ@oMRRb
2023-01-31 01:12:30,2023-01-31 01:17:01,Survey Preview,98,271,False,2023-01-31 01:17:01,R_3zdwahU5Hfl2dO9,preview,EN,Yes,it was the main reason,"Data selection/merging error (e.g. selecting wrong sample for analysis, analyzing the wrong variable, data integration error, subsetting error, including people who do not belong to the sample)",NA,"Too high complexity (e.g. difficult task, difficulty in file management, lack of easy to use tools, too complex)",NA,6 extreme stress,Yes,facilisis blandit amet Fames Id ac? eu justo euismod sodales pretium vitae. blandit risus,jljTp@tEOPh,Pxyu5@TLfdr
2023-02-01 00:12:30,2023-02-01 00:17:35,IP Address,100,305,True,2023-02-01 00:17:35,R_m5n4VTPjbs3rLZx,preview,EN,Yes,partially,"Sharing confidential data (e.g. compromising participants’ anonimity, failure to anonymize participants, not anonymizing data, privacy breach, recording data without ethical permission)",NA,"Bad or lack of planning (e.g. error in planning, insufficient planning, lack of sufficient planning, lack of systematicity, short-sightedness)",NA,2,Yes,facilisis blandit amet Fames Id ac? eu justo euismod sodales pretium vitae. blandit risus,NA,wZXwt@P3mvN
2023-01-19 15:12:30,2023-01-19 15:18:29,IP Address,100,359,True,2023-01-19 15:18:29,R_R2gwahSMbzJUzy0,anonymous,EN,Yes,it was the main reason,Project management error (error in time management; miscommunication; not showing up for data collection; team member left the lab),NA,"Lack of knowledge/experience (e.g. being unaware of the potentials of the negative outcomes, inexperience, insufficient experience, insufficient skills, lack of experience, lack of routine)",NA,3,Yes,facilisis blandit amet Fames Id ac? eu justo euismod sodales pretium vitae. blandit risus,GDTKb@K43fE,F5OB8@FY9xw
2023-01-17 09:12:30,2023-01-17 09:16:52,Survey Preview,100,262,True,2023-01-17 09:16:52,R_VvizHVAp1LGslq8,anonymous,EN,Yes,partially,"Loss of materials/documentation/data (e.g. data loss, failure to backup, failure to save data, data archiving mistake, mistake in saving results)",NA,"Technical issue (e.g. computer issue, equipment failure, software error, technical malfunction, wrong equipment settings)",NA,2,Yes,facilisis blandit amet Fames Id ac? eu justo euismod sodales pretium vitae. blandit risus,NA,zh80g@guPQX
2023-01-30 03:12:30,2023-01-30 03:18:47,IP Address,100,377,True,2023-01-30 03:18:47,R_975KfY8JuthciUc,preview,EN,Yes,it was the main reason,"Incorrect connection between data points (e.g. error in tracking status of participants, failure to connect participant to data, ID duplication, mistake in connecting participants to responses, unable to track recorded data)",NA,"Too high complexity (e.g. difficult task, difficulty in file management, lack of easy to use tools, too complex)",NA,4,Yes,facilisis blandit amet Fames Id ac? eu justo euismod sodales pretium vitae. blandit risus,NA,P6NCi@0utkx
2023-01-30 20:12:30,2023-01-30 20:16:41,IP Address,100,251,True,2023-01-30 20:16:41,R_8eAtgXMfrY3pdII,preview,EN,Yes,partially,"Loss of materials/documentation/data (e.g. data loss, failure to backup, failure to save data, data archiving mistake, mistake in saving results)",NA,"Inattention (e.g. accident, accidental mistakes, being distracted, copy and paste error, lapse of concentration)",NA,6 extreme stress,No,facilisis blandit amet Fames Id ac? eu justo euismod sodales pretium vitae. blandit risus,NA,ceN4g@7IdO4
2023-01-15 18:12:30,2023-01-15 18:16:57,IP Address,100,267,True,2023-01-15 18:16:57,R_4vOf1995Ua9NmST,anonymous,EN,Yes,partially,"Data input error (e.g. data entry error, error in recording data, failure to record responses, mistake in data recording, value input error)",NA,"Other, please specify:",lorem,5,Yes,facilisis blandit amet Fames Id ac? eu justo euismod sodales pretium vitae. blandit risus,NA,rNf1a@HO9p8
2023-01-10 17:12:30,2023-01-10 17:17:11,Survey Preview,100,281,True,2023-01-10 17:17:11,R_QAko8LzjcYISR9h,preview,EN,Yes,it was the main reason,"Incorrect software or hardware settings (e.g. allowing missing data in survey, failure to calibrate data collector equipment, wrong settings in experimental program, wrong software settings)",NA,"Bad or lack of standards (e.g. bad routines, error in coding protocol, error in data organization, inconsistent file naming, insufficient procedures)",NA,1,No,facilisis blandit amet Fames Id ac? eu justo euismod sodales pretium vitae. blandit risus,NA,utBXW@9WDHV
2023-01-20 13:12:30,2023-01-20 13:16:26,Survey Preview,100,236,True,2023-01-20 13:16:26,R_0j1231ESsnGZ1qA,anonymous,EN,Yes,partially,Project management error (error in time management; miscommunication; not showing up for data collection; team member left the lab),NA,"Lack of control (e.g. automatic thinking, inpatience, insufficient concentration, lack of discipline, not enough control) l",NA,6 extreme stress,No,facilisis blandit amet Fames Id ac? eu justo euismod sodales pretium vitae. blandit risus,NA,9vUck@cv41X
2023-01-23 18:12:30,2023-01-23 18:17:48,Survey Preview,96,318,False,2023-01-23 18:17:48,R_edecxA8HDXeHbW0,preview,EN,Yes,partially,"Data coding error (e.g. incorrect coding of variables, misclassification of values, mistake in coding variables, mistake in recording variables, value coding error)",NA,"Overconfidence (e.g. being too ambitious, being too confident, failure to anticipate the difficulty of interpreting datafiles, overreliance, too high expectations)",NA,4,Yes,facilisis blandit amet Fames Id ac? eu justo euismod sodales pretium vitae. blandit risus,NA,EdN22@xE0D3
2023-01-15 06:12:30,2023-01-15 06:15:30,Survey Preview,100,180,True,2023-01-15 06:15:30,R_ohc6f6lxAsKEcx2,anonymous,EN,Yes,it was the main reason,"Deviation from the protocol (e.g. not following protocol, recording data not according to protocol, using non-standard script, mistake in following protocol)",NA,"Time pressure (e.g. being in a rush, haste, insufficient time spent on the project, overworking, too big workload)",NA,3,Yes,facilisis blandit amet Fames Id ac? eu justo euismod sodales pretium vitae. blandit risus,ygb42@ws1Fg,EO0Ma@bGfw0
2023-01-25 14:12:30,2023-01-25 14:17:00,IP Address,93,270,False,2023-01-25 14:17:00,R_I8qQu9uttvNIIft,anonymous,EN,Yes,it was the main reason,"Insufficient or incorrect documentation (e.g. lack of documentation, poor documentation, not recorded metadata, ambiguous value coding protocol, data logging mistake)",NA,"Project management issue (e.g. disorganization, error in team management, lack of clear job responsibilities, lack of coordination, lack of supervision)",NA,no stress at all 0,No,facilisis blandit amet Fames Id ac? eu justo euismod sodales pretium vitae. blandit risus,NA,mo4ZX@8HLoA
2023-01-22 04:12:30,2023-01-22 04:16:24,Survey Preview,97,234,False,2023-01-22 04:16:24,R_ATJFK9muWmavBGY,anonymous,EN,Yes,it was the main reason,"Incorrect reporting (e.g. misreporting values, plotting mistake, presenting inaccurate data, publishing with errors, reporting wrong data)",NA,Risking human error (e.g. experimenter error; lack of automatization; manual task handling instead of code; manually doing a task; multitasking),NA,4,No,facilisis blandit amet Fames Id ac? eu justo euismod sodales pretium vitae. blandit risus,NA,WlHRf@2YvQw
2023-01-04 09:12:30,2023-01-04 09:16:23,IP Address,100,233,True,2023-01-04 09:16:23,R_bb8oXICYecU9v5c,preview,EN,Yes,it was the main reason,"Sharing confidential data (e.g. compromising participants’ anonimity, failure to anonymize participants, not anonymizing data, privacy breach, recording data without ethical permission)",NA,"Lack of control (e.g. automatic thinking, inpatience, insufficient concentration, lack of discipline, not enough control) l",NA,1,No,facilisis blandit amet Fames Id ac? eu justo euismod sodales pretium vitae. blandit risus,NA,yfICJ@q3BTK
2023-01-04 13:12:30,2023-01-04 13:18:17,Survey Preview,100,347,True,2023-01-04 13:18:17,R_lLo2cKoHpstfXHm,preview,EN,No,partially,"Data selection/merging error (e.g. selecting wrong sample for analysis, analyzing the wrong variable, data integration error, subsetting error, including people who do not belong to the sample)",NA,"Lack of knowledge/experience (e.g. being unaware of the potentials of the negative outcomes, inexperience, insufficient experience, insufficient skills, lack of experience, lack of routine)",NA,1,No,facilisis blandit amet Fames Id ac? eu justo euismod sodales pretium vitae. blandit risus,NA,or1pO@f7TvZ
2023-01-18 18:12:30,2023-01-18 18:18:10,IP Address,99,340,False,2023-01-18 18:18:10,R_aDYCdxNWs8uR7Iq,anonymous,EN,Yes,it was the main reason,"Other, please specify:",porta. leo Risus cubilia,"Overconfidence (e.g. being too ambitious, being too confident, failure to anticipate the difficulty of interpreting datafiles, overreliance, too high expectations)",NA,no stress at all 0,Yes,facilisis blandit amet Fames Id ac? eu justo euismod sodales pretium vitae. blandit risus,NA,ukdnv@AB6pn
2023-01-18 04:12:30,2023-01-18 04:18:47,Survey Preview,100,377,True,2023-01-18 04:18:47,R_1ESakqogWUyXdz0,preview,EN,Yes,partially,"Participant allocation error (e.g. assigning participant to wrong group, error in randomization of the conditions, experimental condition incorrectly assigned, mistake in scheduling data collection, subject allocation mistake)",NA,"Project management issue (e.g. disorganization, error in team management, lack of clear job responsibilities, lack of coordination, lack of supervision)",NA,5,Yes,facilisis blandit amet Fames Id ac? eu justo euismod sodales pretium vitae. blandit risus,NA,HRcMN@uO4hg
2023-01-12 13:12:30,2023-01-12 13:16:42,Survey Preview,97,252,False,2023-01-12 13:16:42,R_vvVCNLxWXEeGueG,anonymous,EN,Yes,it was the main reason,"Data transfer error (e.g. data insertion mistake, transcription error, incomplete data transfer, mistake in transferring data between formats, importing data from survey platform)",NA,"Carelessness (e.g. negligence, not following protocol, not taking the task seriously, lack of effort, lack of motivation)",NA,3,Yes,facilisis blandit amet Fames Id ac? eu justo euismod sodales pretium vitae. blandit risus,NA,52O0Z@wLFX7
2023-01-20 16:12:30,2023-01-20 16:17:02,IP Address,92,272,False,2023-01-20 16:17:02,R_0KYLgZY0nKmllcw,preview,EN,Yes,it was the main reason,"Incorrect reporting (e.g. misreporting values, plotting mistake, presenting inaccurate data, publishing with errors, reporting wrong data)",NA,"Lack of knowledge/experience (e.g. being unaware of the potentials of the negative outcomes, inexperience, insufficient experience, insufficient skills, lack of experience, lack of routine)",NA,NA,NA,NA,NA,NKwul@lzZD8
2023-01-26 08:12:30,2023-01-26 08:15:16,IP Address,100,166,True,2023-01-26 08:15:16,R_dI3baQSkVJoGvdO,anonymous,EN,Yes,partially,"Data or file organization error (e.g. inconsistent file structure, mistake in data structure, storing data in wrong format, misaligned rows in data, coding manual hard to decipher)",NA,"Overconfidence (e.g. being too ambitious, being too confident, failure to anticipate the difficulty of interpreting datafiles, overreliance, too high expectations)",NA,2,No,facilisis blandit amet Fames Id ac? eu justo euismod sodales pretium vitae. blandit risus,NA,nyy7c@r8M9R
2023-01-06 16:12:30,2023-01-06 16:16:34,IP Address,100,244,True,2023-01-06 16:16:34,R_QHEOVmhSQKETgu7,preview,EN,Yes,it was the main reason,"Participant allocation error (e.g. assigning participant to wrong group, error in randomization of the conditions, experimental condition incorrectly assigned, mistake in scheduling data collection, subject allocation mistake)",NA,"Time pressure (e.g. being in a rush, haste, insufficient time spent on the project, overworking, too big workload)",NA,no stress at all 0,No,facilisis blandit amet Fames Id ac? eu justo euismod sodales pretium vitae. blandit risus,NA,Uwuwl@51KEn
2023-01-28 02:12:30,2023-01-28 02:18:58,IP Address,100,388,True,2023-01-28 02:18:58,R_BRNP9yz0JbobVWQ,preview,EN,Yes,partially,"Data transfer error (e.g. data insertion mistake, transcription error, incomplete data transfer, mistake in transferring data between formats, importing data from survey platform)",NA,"Technical issue (e.g. computer issue, equipment failure, software error, technical malfunction, wrong equipment settings)",NA,no stress at all 0,Yes,facilisis blandit amet Fames Id ac? eu justo euismod sodales pretium vitae. blandit risus,NA,UV4Lk@N0iY4
2023-01-14 13:12:30,2023-01-14 13:16:32,Survey Preview,99,242,False,2023-01-14 13:16:32,R_uMJDUuojNVU8RJj,preview,EN,Yes,it was the main reason,"Data coding error (e.g. incorrect coding of variables, misclassification of values, mistake in coding variables, mistake in recording variables, value coding error)",NA,"Lack of knowledge/experience (e.g. being unaware of the potentials of the negative outcomes, inexperience, insufficient experience, insufficient skills, lack of experience, lack of routine)",NA,5,Yes,facilisis blandit amet Fames Id ac? eu justo euismod sodales pretium vitae. blandit risus,NA,LPJjO@ccneg
2023-01-07 23:12:30,2023-01-07 23:15:42,IP Address,95,192,False,2023-01-07 23:15:42,R_pX9EHBmSe2Hbw77,preview,EN,Yes,partially,"Deviation from the protocol (e.g. not following protocol, recording data not according to protocol, using non-standard script, mistake in following protocol)",NA,"Time pressure (e.g. being in a rush, haste, insufficient time spent on the project, overworking, too big workload)",NA,5,Yes,facilisis blandit amet Fames Id ac? eu justo euismod sodales pretium vitae. blandit risus,i7lvs@lmyPo,Pf1o4@t4BmC
2023-01-14 15:12:30,2023-01-14 15:17:03,Survey Preview,97,273,False,2023-01-14 15:17:03,R_dvznz1Zc7mrDzUP,anonymous,EN,Yes,partially,"Data input error (e.g. data entry error, error in recording data, failure to record responses, mistake in data recording, value input error)",NA,"Carelessness (e.g. negligence, not following protocol, not taking the task seriously, lack of effort, lack of motivation)",NA,1,Yes,facilisis blandit amet Fames Id ac? eu justo euismod sodales pretium vitae. blandit risus,C0PQy@8kb5l,PRbZ3@BINi7
2023-01-27 22:12:30,2023-01-27 22:18:24,IP Address,100,354,True,2023-01-27 22:18:24,R_3zBiY9bDTrDniWu,preview,EN,Yes,it was the main reason,"Incorrect connection between data points (e.g. error in tracking status of participants, failure to connect participant to data, ID duplication, mistake in connecting participants to responses, unable to track recorded data)",NA,"Technical issue (e.g. computer issue, equipment failure, software error, technical malfunction, wrong equipment settings)",NA,3,No,facilisis blandit amet Fames Id ac? eu justo euismod sodales pretium vitae. blandit risus,NA,Q1SnT@Es7Gs
2023-01-30 17:12:30,2023-01-30 17:15:14,IP Address,100,164,True,2023-01-30 17:15:14,R_1GSWTI9TeYhSJMU,anonymous,EN,Yes,it was the main reason,"Deviation from the protocol (e.g. not following protocol, recording data not according to protocol, using non-standard script, mistake in following protocol)",NA,"Bad or lack of standards (e.g. bad routines, error in coding protocol, error in data organization, inconsistent file naming, insufficient procedures)",NA,1,Yes,facilisis blandit amet Fames Id ac? eu justo euismod sodales pretium vitae. blandit risus,NA,k6or7@8X3U0
2023-01-08 10:12:30,2023-01-08 10:16:43,Survey Preview,96,253,False,2023-01-08 10:16:43,R_JgViQ8IgeTeDZy8,preview,EN,No,partially,"Insufficient or incorrect documentation (e.g. lack of documentation, poor documentation, not recorded metadata, ambiguous value coding protocol, data logging mistake)",NA,"Inattention (e.g. accident, accidental mistakes, being distracted, copy and paste error, lapse of concentration)",NA,NA,NA,NA,NA,q3oXU@1YiEo
2023-01-08 20:12:30,2023-01-08 20:17:31,IP Address,100,301,True,2023-01-08 20:17:31,R_jesfKO3iHtqckmy,preview,EN,Yes,it was the main reason,"Deviation from the protocol (e.g. not following protocol, recording data not according to protocol, using non-standard script, mistake in following protocol)",NA,"Inattention (e.g. accident, accidental mistakes, being distracted, copy and paste error, lapse of concentration)",NA,no stress at all 0,No,facilisis blandit amet Fames Id ac? eu justo euismod sodales pretium vitae. blandit risus,q5ZDi@1a57z,QZ9CA@p6GnI
2023-01-20 04:12:30,2023-01-20 04:19:12,IP Address,100,402,True,2023-01-20 04:19:12,R_t7wNJaLgNQruinp,preview,EN,Yes,it was the main reason,"Technical/infrastructural problem (e.g. recording device not recording properly, failure of data collection software, technical failure, software error, technical issue with computer in recording)",NA,"Time pressure (e.g. being in a rush, haste, insufficient time spent on the project, overworking, too big workload)",NA,3,No,facilisis blandit amet Fames Id ac? eu justo euismod sodales pretium vitae. blandit risus,SXrH7@dc5GA,r2LJ8@NS2zu
2023-01-16 02:12:30,2023-01-16 02:16:19,IP Address,100,229,True,2023-01-16 02:16:19,R_kcONs4e2GyVVUi2,preview,EN,Yes,partially,"Deviation from the protocol (e.g. not following protocol, recording data not according to protocol, using non-standard script, mistake in following protocol)",NA,"Physical and/or mental constraints (e.g. confusion, distraction, erroneous reasoning, forgetfulness, mental error, stress)",NA,NA,No,NA,NA,yA28M@XwdU5
2023-01-10 22:12:30,2023-01-10 22:18:42,IP Address,100,372,True,2023-01-10 22:18:42,R_kUvTjiVOl9dTGBp,anonymous,EN,Yes,partially,"Data input error (e.g. data entry error, error in recording data, failure to record responses, mistake in data recording, value input error)",NA,"Physical and/or mental constraints (e.g. confusion, distraction, erroneous reasoning, forgetfulness, mental error, stress)",NA,1,Yes,facilisis blandit amet Fames Id ac? eu justo euismod sodales pretium vitae. blandit risus,NA,wLMcj@Caqz0
2023-01-09 21:12:30,2023-01-09 21:16:31,Survey Preview,100,241,True,2023-01-09 21:16:31,R_AZZU8BXsaLxSWUp,preview,EN,Yes,it was the main reason,"Incorrect data processing/analysis (e.g. calculating wrong statistic, mistake in data analysis, incorrect application of formulas, formula error, statistical error)",NA,"Overconfidence (e.g. being too ambitious, being too confident, failure to anticipate the difficulty of interpreting datafiles, overreliance, too high expectations)",NA,no stress at all 0,No,facilisis blandit amet Fames Id ac? eu justo euismod sodales pretium vitae. blandit risus,NA,oC7gG@pdW1H
2023-01-22 23:12:30,2023-01-22 23:15:51,Survey Preview,100,201,True,2023-01-22 23:15:51,R_TsiioQhO4c0gMZQ,anonymous,EN,Yes,it was the main reason,"Programming error (e.g. analysis code error, error in scipt, mistake in ecperiment code, mistake in programming the data collection code, program coding error)",NA,"Technical issue (e.g. computer issue, equipment failure, software error, technical malfunction, wrong equipment settings)",NA,4,Yes,facilisis blandit amet Fames Id ac? eu justo euismod sodales pretium vitae. blandit risus,NA,2t83M@htFOc
2023-01-04 07:12:30,2023-01-04 07:15:44,IP Address,100,194,True,2023-01-04 07:15:44,R_3Ro5HFV26zwhtUd,anonymous,EN,Yes,partially,"Deviation from the protocol (e.g. not following protocol, recording data not according to protocol, using non-standard script, mistake in following protocol)",NA,"Bad or lack of standards (e.g. bad routines, error in coding protocol, error in data organization, inconsistent file naming, insufficient procedures)",NA,3,No,facilisis blandit amet Fames Id ac? eu justo euismod sodales pretium vitae. blandit risus,RZbdo@vnbaE,Y2TwE@gu286
2023-01-14 04:12:30,2023-01-14 04:16:45,IP Address,100,255,True,2023-01-14 04:16:45,R_1LO8nXmpfRvm2y8,anonymous,EN,Yes,it was the main reason,"Other, please specify:","aliquam amet, adipiscing. integer",Risking human error (e.g. experimenter error; lack of automatization; manual task handling instead of code; manually doing a task; multitasking),NA,2,No,facilisis blandit amet Fames Id ac? eu justo euismod sodales pretium vitae. blandit risus,NA,PyMih@1wXh2
2023-01-15 19:12:30,2023-01-15 19:16:58,IP Address,100,268,True,2023-01-15 19:16:58,R_8UkYxI7sr109hwd,anonymous,EN,Yes,partially,"Insufficient or incorrect documentation (e.g. lack of documentation, poor documentation, not recorded metadata, ambiguous value coding protocol, data logging mistake)",NA,"Lack of knowledge/experience (e.g. being unaware of the potentials of the negative outcomes, inexperience, insufficient experience, insufficient skills, lack of experience, lack of routine)",NA,no stress at all 0,No,facilisis blandit amet Fames Id ac? eu justo euismod sodales pretium vitae. blandit risus,NA,u2mWG@VX5uY
